id,stcnttr,name,addr,level,dist,score
Census Tract 260.02,Census Tract 260.02,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.4 miles,3
Census Tract 260.02,Census Tract 260.02,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.44 miles,5
Census Tract 260.02,Census Tract 260.02,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.44 miles,3
Census Tract 260.02,Census Tract 260.02,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.7 miles,Compare
Census Tract 260.02,Census Tract 260.02,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.81 miles,4
Census Tract 260.02,Census Tract 260.02,Jefferson High School,"6996 Mission Street, Daly City, CA 94014",9-12,3.08 miles,4
Census Tract 260.02,Census Tract 260.02,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,3.16 miles,10
Census Tract 260.02,Census Tract 260.02,Thornton High School,"115 First Avenue, Daly City, CA 94014",9-12,3.19 miles,Compare
Census Tract 260.02,Census Tract 260.02,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.36 miles,8
Census Tract 260.02,Census Tract 260.02,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,3.44 miles,Compare
Census Tract 260.02,Census Tract 260.02,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,3.6 miles,Compare
Census Tract 260.02,Census Tract 260.02,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,3.75 miles,Compare
Census Tract 260.02,Census Tract 260.02,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,3.89 miles,8
Census Tract 260.02,Census Tract 260.02,El Camino High School,"1320 Mission Road, South San Francisco, CA 94080",9-12,4.19 miles,8
Census Tract 260.02,Census Tract 260.02,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.22 miles,3
Census Tract 260.02,Census Tract 260.02,Westmoor High School,"131 Westmoor Avenue, Daly City, CA 94015",9-12,4.38 miles,7
Census Tract 260.02,Census Tract 260.02,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.67 miles,Compare
Census Tract 260.03,Census Tract 260.03,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,0.18 miles,3
Census Tract 260.03,Census Tract 260.03,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,0.64 miles,7
Census Tract 260.03,Census Tract 260.03,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,0.72 miles,Compare
Census Tract 260.03,Census Tract 260.03,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,1.3 miles,5
Census Tract 260.03,Census Tract 260.03,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,1.86 miles,4
Census Tract 260.03,Census Tract 260.03,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.18 miles,10
Census Tract 260.03,Census Tract 260.03,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.18 miles,5
Census Tract 260.03,Census Tract 260.03,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.41 miles,Compare
Census Tract 260.03,Census Tract 260.03,Jefferson High School,"6996 Mission Street, Daly City, CA 94014",9-12,2.67 miles,4
Census Tract 260.03,Census Tract 260.03,Thornton High School,"115 First Avenue, Daly City, CA 94014",9-12,2.75 miles,Compare
Census Tract 260.03,Census Tract 260.03,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.9 miles,3
Census Tract 260.03,Census Tract 260.03,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.92 miles,5
Census Tract 260.03,Census Tract 260.03,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.92 miles,3
Census Tract 260.03,Census Tract 260.03,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,3.13 miles,10
Census Tract 260.03,Census Tract 260.03,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.19 miles,Compare
Census Tract 260.03,Census Tract 260.03,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.3 miles,4
Census Tract 260.03,Census Tract 260.03,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.48 miles,8
Census Tract 260.03,Census Tract 260.03,El Camino High School,"1320 Mission Road, South San Francisco, CA 94080",9-12,3.7 miles,8
Census Tract 260.03,Census Tract 260.03,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,3.91 miles,Compare
Census Tract 260.03,Census Tract 260.03,Westmoor High School,"131 Westmoor Avenue, Daly City, CA 94015",9-12,3.97 miles,7
Census Tract 260.03,Census Tract 260.03,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,4.09 miles,Compare
Census Tract 260.03,Census Tract 260.03,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,4.24 miles,Compare
Census Tract 260.03,Census Tract 260.03,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.27 miles,3
Census Tract 260.03,Census Tract 260.03,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,4.33 miles,8
Census Tract 260.03,Census Tract 260.03,Community Day,"201 West Orange Avenue, South San Francisco, CA 94080",6-12,4.69 miles,Compare
Census Tract 260.04,Census Tract 260.04,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,0.36 miles,7
Census Tract 260.04,Census Tract 260.04,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,0.43 miles,Compare
Census Tract 260.04,Census Tract 260.04,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,0.59 miles,3
Census Tract 260.04,Census Tract 260.04,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,1.7 miles,5
Census Tract 260.04,Census Tract 260.04,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.09 miles,10
Census Tract 260.04,Census Tract 260.04,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.09 miles,5
Census Tract 260.04,Census Tract 260.04,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,2.24 miles,4
Census Tract 260.04,Census Tract 260.04,Jefferson High School,"6996 Mission Street, Daly City, CA 94014",9-12,2.3 miles,4
Census Tract 260.04,Census Tract 260.04,Thornton High School,"115 First Avenue, Daly City, CA 94014",9-12,2.41 miles,Compare
Census Tract 260.04,Census Tract 260.04,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.69 miles,Compare
Census Tract 260.04,Census Tract 260.04,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,2.78 miles,10
Census Tract 260.04,Census Tract 260.04,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.06 miles,5
Census Tract 260.04,Census Tract 260.04,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.06 miles,3
Census Tract 260.04,Census Tract 260.04,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.12 miles,3
Census Tract 260.04,Census Tract 260.04,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.23 miles,8
Census Tract 260.04,Census Tract 260.04,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.46 miles,Compare
Census Tract 260.04,Census Tract 260.04,El Camino High School,"1320 Mission Road, South San Francisco, CA 94080",9-12,3.54 miles,8
Census Tract 260.04,Census Tract 260.04,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.58 miles,4
Census Tract 260.04,Census Tract 260.04,Westmoor High School,"131 Westmoor Avenue, Daly City, CA 94015",9-12,3.6 miles,7
Census Tract 260.04,Census Tract 260.04,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,3.95 miles,3
Census Tract 260.04,Census Tract 260.04,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,4.0 miles,Compare
Census Tract 260.04,Census Tract 260.04,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,4.32 miles,Compare
Census Tract 260.04,Census Tract 260.04,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,4.36 miles,8
Census Tract 260.04,Census Tract 260.04,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,4.39 miles,Compare
Census Tract 260.04,Census Tract 260.04,Community Day,"201 West Orange Avenue, South San Francisco, CA 94080",6-12,4.61 miles,Compare
Census Tract 261,Census Tract 261,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,0.23 miles,Compare
Census Tract 261,Census Tract 261,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,0.25 miles,7
Census Tract 261,Census Tract 261,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,0.97 miles,3
Census Tract 261,Census Tract 261,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,1.86 miles,10
Census Tract 261,Census Tract 261,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,1.86 miles,5
Census Tract 261,Census Tract 261,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,2.1 miles,5
Census Tract 261,Census Tract 261,Jefferson High School,"6996 Mission Street, Daly City, CA 94014",9-12,2.11 miles,4
Census Tract 261,Census Tract 261,Thornton High School,"115 First Avenue, Daly City, CA 94014",9-12,2.27 miles,Compare
Census Tract 261,Census Tract 261,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,2.36 miles,10
Census Tract 261,Census Tract 261,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,2.53 miles,4
Census Tract 261,Census Tract 261,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.83 miles,Compare
Census Tract 261,Census Tract 261,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,2.84 miles,8
Census Tract 261,Census Tract 261,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.03 miles,5
Census Tract 261,Census Tract 261,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.03 miles,3
Census Tract 261,Census Tract 261,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.19 miles,3
Census Tract 261,Census Tract 261,Westmoor High School,"131 Westmoor Avenue, Daly City, CA 94015",9-12,3.4 miles,7
Census Tract 261,Census Tract 261,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,3.54 miles,3
Census Tract 261,Census Tract 261,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.58 miles,Compare
Census Tract 261,Census Tract 261,El Camino High School,"1320 Mission Road, South San Francisco, CA 94080",9-12,3.65 miles,8
Census Tract 261,Census Tract 261,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.72 miles,4
Census Tract 261,Census Tract 261,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,3.91 miles,Compare
Census Tract 261,Census Tract 261,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,4.21 miles,8
Census Tract 261,Census Tract 261,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,4.35 miles,Compare
Census Tract 261,Census Tract 261,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,4.38 miles,Compare
Census Tract 261,Census Tract 261,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.49 miles,Compare
Census Tract 262,Census Tract 262,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,1.11 miles,Compare
Census Tract 262,Census Tract 262,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,1.13 miles,7
Census Tract 262,Census Tract 262,Jefferson High School,"6996 Mission Street, Daly City, CA 94014",9-12,1.24 miles,4
Census Tract 262,Census Tract 262,Thornton High School,"115 First Avenue, Daly City, CA 94014",9-12,1.44 miles,Compare
Census Tract 262,Census Tract 262,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,1.72 miles,3
Census Tract 262,Census Tract 262,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,2.14 miles,10
Census Tract 262,Census Tract 262,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.46 miles,10
Census Tract 262,Census Tract 262,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.46 miles,5
Census Tract 262,Census Tract 262,Westmoor High School,"131 Westmoor Avenue, Daly City, CA 94015",9-12,2.52 miles,7
Census Tract 262,Census Tract 262,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,2.8 miles,5
Census Tract 262,Census Tract 262,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,2.94 miles,8
Census Tract 262,Census Tract 262,El Camino High School,"1320 Mission Road, South San Francisco, CA 94080",9-12,3.11 miles,8
Census Tract 262,Census Tract 262,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.37 miles,4
Census Tract 262,Census Tract 262,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,3.4 miles,3
Census Tract 262,Census Tract 262,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.71 miles,Compare
Census Tract 262,Census Tract 262,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.83 miles,5
Census Tract 262,Census Tract 262,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.83 miles,3
Census Tract 262,Census Tract 262,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,4.04 miles,3
Census Tract 262,Census Tract 262,Community Day,"201 West Orange Avenue, South San Francisco, CA 94080",6-12,4.35 miles,Compare
Census Tract 262,Census Tract 262,North Community,"201 W. Orange Ave., South San Francisco, CA 94080",9-12,4.37 miles,Compare
Census Tract 262,Census Tract 262,Baden High (Continuation) School,"825 Southwood Drive, South San Francisco, CA 94080",9-12,4.37 miles,Compare
Census Tract 262,Census Tract 262,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,4.46 miles,Compare
Census Tract 262,Census Tract 262,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,4.59 miles,4
Census Tract 262,Census Tract 262,South San Francisco High School,"400 B Street, South San Francisco, CA 94080",9-12,4.63 miles,6
Census Tract 262,Census Tract 262,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,4.63 miles,Compare
Census Tract 263.01,Census Tract 263.01,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,0.57 miles,7
Census Tract 263.01,Census Tract 263.01,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,0.61 miles,Compare
Census Tract 263.01,Census Tract 263.01,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,0.88 miles,3
Census Tract 263.01,Census Tract 263.01,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,1.95 miles,5
Census Tract 263.01,Census Tract 263.01,Jefferson High School,"6996 Mission Street, Daly City, CA 94014",9-12,1.97 miles,4
Census Tract 263.01,Census Tract 263.01,Thornton High School,"115 First Avenue, Daly City, CA 94014",9-12,2.06 miles,Compare
Census Tract 263.01,Census Tract 263.01,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.3 miles,10
Census Tract 263.01,Census Tract 263.01,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.3 miles,5
Census Tract 263.01,Census Tract 263.01,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,2.56 miles,4
Census Tract 263.01,Census Tract 263.01,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,2.7 miles,10
Census Tract 263.01,Census Tract 263.01,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.04 miles,Compare
Census Tract 263.01,Census Tract 263.01,El Camino High School,"1320 Mission Road, South San Francisco, CA 94080",9-12,3.25 miles,8
Census Tract 263.01,Census Tract 263.01,Westmoor High School,"131 Westmoor Avenue, Daly City, CA 94015",9-12,3.26 miles,7
Census Tract 263.01,Census Tract 263.01,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,3.27 miles,8
Census Tract 263.01,Census Tract 263.01,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.37 miles,5
Census Tract 263.01,Census Tract 263.01,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.37 miles,3
Census Tract 263.01,Census Tract 263.01,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.46 miles,3
Census Tract 263.01,Census Tract 263.01,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.81 miles,Compare
Census Tract 263.01,Census Tract 263.01,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,3.92 miles,3
Census Tract 263.01,Census Tract 263.01,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.93 miles,4
Census Tract 263.01,Census Tract 263.01,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,4.29 miles,Compare
Census Tract 263.01,Census Tract 263.01,Community Day,"201 West Orange Avenue, South San Francisco, CA 94080",6-12,4.36 miles,Compare
Census Tract 263.01,Census Tract 263.01,North Community,"201 W. Orange Ave., South San Francisco, CA 94080",9-12,4.38 miles,Compare
Census Tract 263.01,Census Tract 263.01,Baden High (Continuation) School,"825 Southwood Drive, South San Francisco, CA 94080",9-12,4.47 miles,Compare
Census Tract 263.01,Census Tract 263.01,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,4.62 miles,8
Census Tract 263.02,Census Tract 263.02,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,0.65 miles,3
Census Tract 263.02,Census Tract 263.02,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,0.88 miles,7
Census Tract 263.02,Census Tract 263.02,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,0.95 miles,Compare
Census Tract 263.02,Census Tract 263.02,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,1.55 miles,5
Census Tract 263.02,Census Tract 263.02,Jefferson High School,"6996 Mission Street, Daly City, CA 94014",9-12,2.28 miles,4
Census Tract 263.02,Census Tract 263.02,Thornton High School,"115 First Avenue, Daly City, CA 94014",9-12,2.3 miles,Compare
Census Tract 263.02,Census Tract 263.02,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,2.31 miles,4
Census Tract 263.02,Census Tract 263.02,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.61 miles,10
Census Tract 263.02,Census Tract 263.02,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.61 miles,5
Census Tract 263.02,Census Tract 263.02,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.96 miles,Compare
