id,stcnttr,name,addr,level,dist,score
Census Tract 124.01,Census Tract 124.01,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.38 miles,8
Census Tract 124.01,Census Tract 124.01,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.41 miles,3
Census Tract 124.01,Census Tract 124.01,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.43 miles,Compare
Census Tract 124.01,Census Tract 124.01,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.44 miles,7
Census Tract 124.02,Census Tract 124.02,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.27 miles,Compare
Census Tract 124.02,Census Tract 124.02,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,0.73 miles,Compare
Census Tract 124.02,Census Tract 124.02,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,0.96 miles,Compare
Census Tract 124.02,Census Tract 124.02,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.41 miles,5
Census Tract 124.02,Census Tract 124.02,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.41 miles,3
Census Tract 124.02,Census Tract 124.02,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.45 miles,3
Census Tract 124.02,Census Tract 124.02,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.52 miles,8
Census Tract 124.02,Census Tract 124.02,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.55 miles,Compare
Census Tract 124.02,Census Tract 124.02,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.6 miles,4
Census Tract 124.02,Census Tract 124.02,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.63 miles,8
Census Tract 124.02,Census Tract 124.02,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.11 miles,Compare
Census Tract 124.02,Census Tract 124.02,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,2.97 miles,10
Census Tract 124.02,Census Tract 124.02,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,2.97 miles,5
Census Tract 124.02,Census Tract 124.02,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.23 miles,4
Census Tract 124.02,Census Tract 124.02,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.66 miles,Compare
Census Tract 124.02,Census Tract 124.02,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.07 miles,8
Census Tract 124.02,Census Tract 124.02,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.17 miles,8
Census Tract 124.02,Census Tract 124.02,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.21 miles,5
Census Tract 124.02,Census Tract 124.02,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.21 miles,Compare
Census Tract 124.02,Census Tract 124.02,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.21 miles,3
Census Tract 124.02,Census Tract 124.02,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.22 miles,7
Census Tract 124.02,Census Tract 124.02,Lowell High School,"1101 Eucalyptus Drive, San Francisco, CA 94132",9-12,4.97 miles,10
Census Tract 1241,Census Tract 1241,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,2.24 miles,9
Census Tract 1241,Census Tract 1241,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,3.04 miles,Compare
Census Tract 1241,Census Tract 1241,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,3.19 miles,Compare
Census Tract 1241,Census Tract 1241,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,3.37 miles,8
Census Tract 1241,Census Tract 1241,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,3.43 miles,9
Census Tract 1241,Census Tract 1241,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,4.81 miles,5
Census Tract 1241,Census Tract 1241,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,4.96 miles,Compare
Census Tract 1242,Census Tract 1242,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,4.26 miles,9
Census Tract 125.01,Census Tract 125.01,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,0.57 miles,Compare
Census Tract 125.01,Census Tract 125.01,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.68 miles,Compare
Census Tract 125.01,Census Tract 125.01,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.39 miles,Compare
Census Tract 125.01,Census Tract 125.01,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.57 miles,Compare
Census Tract 125.01,Census Tract 125.01,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.58 miles,4
Census Tract 125.01,Census Tract 125.01,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.59 miles,8
Census Tract 125.01,Census Tract 125.01,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.63 miles,3
Census Tract 125.01,Census Tract 125.01,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.74 miles,5
Census Tract 125.01,Census Tract 125.01,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.74 miles,3
Census Tract 125.01,Census Tract 125.01,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.92 miles,8
Census Tract 125.01,Census Tract 125.01,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.24 miles,Compare
Census Tract 125.01,Census Tract 125.01,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.32 miles,4
Census Tract 125.01,Census Tract 125.01,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.35 miles,10
Census Tract 125.01,Census Tract 125.01,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.35 miles,5
Census Tract 125.01,Census Tract 125.01,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.06 miles,Compare
Census Tract 125.01,Census Tract 125.01,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.34 miles,5
Census Tract 125.01,Census Tract 125.01,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.44 miles,3
Census Tract 125.01,Census Tract 125.01,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.47 miles,8
Census Tract 125.01,Census Tract 125.01,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.51 miles,Compare
Census Tract 125.01,Census Tract 125.01,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.52 miles,7
Census Tract 125.01,Census Tract 125.01,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.59 miles,8
Census Tract 125.02,Census Tract 125.02,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,0.6 miles,Compare
Census Tract 125.02,Census Tract 125.02,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,0.67 miles,Compare
Census Tract 125.02,Census Tract 125.02,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.31 miles,Compare
Census Tract 125.02,Census Tract 125.02,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.5 miles,8
Census Tract 125.02,Census Tract 125.02,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,1.65 miles,Compare
Census Tract 125.02,Census Tract 125.02,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,1.67 miles,4
Census Tract 125.02,Census Tract 125.02,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,1.67 miles,3
Census Tract 125.02,Census Tract 125.02,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,1.74 miles,5
Census Tract 125.02,Census Tract 125.02,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,1.74 miles,3
Census Tract 125.02,Census Tract 125.02,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.81 miles,8
Census Tract 125.02,Census Tract 125.02,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,2.3 miles,Compare
Census Tract 125.02,Census Tract 125.02,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.32 miles,10
Census Tract 125.02,Census Tract 125.02,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.32 miles,5
Census Tract 125.02,Census Tract 125.02,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,3.39 miles,4
Census Tract 125.02,Census Tract 125.02,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.96 miles,Compare
Census Tract 125.02,Census Tract 125.02,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.36 miles,8
Census Tract 125.02,Census Tract 125.02,Burton (Phillip And Sala) Academic High School,"400 Mansell Street, San Francisco, CA 94134",9-12,4.4 miles,5
Census Tract 125.02,Census Tract 125.02,Jordan (June) School For Equity,"325 La Grande Avenue, San Francisco, CA 94112",9-12,4.48 miles,3
Census Tract 125.02,Census Tract 125.02,Gateway To College,"50 Phelan Avenue Science Hall, Room 127, San Francisco, CA 94112",9-12,4.52 miles,Compare
Census Tract 125.02,Census Tract 125.02,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.53 miles,8
Census Tract 125.02,Census Tract 125.02,Balboa High School,"1000 Cayuga Avenue, San Francisco, CA 94112",9-12,4.53 miles,7
Census Tract 1250,Census Tract 1250,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,1.09 miles,9
Census Tract 1250,Census Tract 1250,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,3.34 miles,Compare
Census Tract 1250,Census Tract 1250,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,3.51 miles,Compare
Census Tract 1250,Census Tract 1250,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,3.62 miles,8
Census Tract 1250,Census Tract 1250,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,3.65 miles,9
Census Tract 126.01,Census Tract 126.01,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,0.82 miles,8
Census Tract 126.01,Census Tract 126.01,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.58 miles,8
Census Tract 126.01,Census Tract 126.01,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.76 miles,Compare
Census Tract 126.01,Census Tract 126.01,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.88 miles,Compare
Census Tract 126.01,Census Tract 126.01,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.58 miles,Compare
Census Tract 126.01,Census Tract 126.01,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.91 miles,5
Census Tract 126.01,Census Tract 126.01,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.91 miles,3
Census Tract 126.01,Census Tract 126.01,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.12 miles,Compare
Census Tract 126.01,Census Tract 126.01,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.25 miles,3
Census Tract 126.01,Census Tract 126.01,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.38 miles,8
Census Tract 126.01,Census Tract 126.01,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.45 miles,Compare
Census Tract 126.01,Census Tract 126.01,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.5 miles,4
Census Tract 126.01,Census Tract 126.01,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.92 miles,Compare
Census Tract 126.01,Census Tract 126.01,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.97 miles,10
Census Tract 126.01,Census Tract 126.01,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.97 miles,5
Census Tract 126.01,Census Tract 126.01,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.48 miles,8
Census Tract 126.02,Census Tract 126.02,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,0.62 miles,8
Census Tract 126.02,Census Tract 126.02,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.96 miles,Compare
Census Tract 126.02,Census Tract 126.02,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.97 miles,8
Census Tract 126.02,Census Tract 126.02,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,2.2 miles,Compare
Census Tract 126.02,Census Tract 126.02,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.68 miles,Compare
Census Tract 126.02,Census Tract 126.02,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.2 miles,5
Census Tract 126.02,Census Tract 126.02,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.2 miles,3
Census Tract 126.02,Census Tract 126.02,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.47 miles,3
Census Tract 126.02,Census Tract 126.02,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.51 miles,Compare
Census Tract 126.02,Census Tract 126.02,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.61 miles,Compare
Census Tract 126.02,Census Tract 126.02,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.65 miles,4
Census Tract 126.02,Census Tract 126.02,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.76 miles,8
Census Tract 126.02,Census Tract 126.02,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,4.14 miles,Compare
Census Tract 126.02,Census Tract 126.02,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.33 miles,10
Census Tract 126.02,Census Tract 126.02,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.33 miles,5
Census Tract 126.02,Census Tract 126.02,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.89 miles,8
Census Tract 1261,Census Tract 1261,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,1.52 miles,9
Census Tract 1261,Census Tract 1261,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,1.57 miles,8
Census Tract 1261,Census Tract 1261,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,1.62 miles,Compare
Census Tract 1261,Census Tract 1261,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,1.7 miles,Compare
Census Tract 1261,Census Tract 1261,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,2.31 miles,9
Census Tract 1261,Census Tract 1261,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,3.91 miles,5
Census Tract 1261,Census Tract 1261,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,4.03 miles,Compare
Census Tract 1261,Census Tract 1261,Sir Francis Drake High School,"1327 Sir Francis Drake Boulevard, San Anselmo, CA 94960",9-12,4.58 miles,9
Census Tract 1262,Census Tract 1262,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,0.71 miles,9
Census Tract 1262,Census Tract 1262,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,2.42 miles,Compare
Census Tract 1262,Census Tract 1262,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,2.59 miles,Compare
Census Tract 1262,Census Tract 1262,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,2.66 miles,8
Census Tract 1262,Census Tract 1262,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,2.68 miles,9
Census Tract 1262,Census Tract 1262,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,4.8 miles,5
Census Tract 1262,Census Tract 1262,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,4.94 miles,Compare
Census Tract 127,Census Tract 127,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.15 miles,8
Census Tract 127,Census Tract 127,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.71 miles,8
Census Tract 127,Census Tract 127,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,2.09 miles,Compare
Census Tract 127,Census Tract 127,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,2.12 miles,Compare
Census Tract 127,Census Tract 127,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.94 miles,Compare
Census Tract 127,Census Tract 127,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,2.97 miles,Compare
Census Tract 127,Census Tract 127,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.17 miles,5
Census Tract 127,Census Tract 127,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.17 miles,3
Census Tract 127,Census Tract 127,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.19 miles,8
Census Tract 127,Census Tract 127,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.55 miles,3
Census Tract 127,Census Tract 127,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.78 miles,Compare
Census Tract 127,Census Tract 127,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.84 miles,4
Census Tract 127,Census Tract 127,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.1 miles,10
Census Tract 127,Census Tract 127,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.1 miles,5
Census Tract 127,Census Tract 127,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,4.22 miles,Compare
Census Tract 127,Census Tract 127,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.47 miles,8
Census Tract 1270,Census Tract 1270,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,2.17 miles,9
Census Tract 1270,Census Tract 1270,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,2.4 miles,9
Census Tract 1270,Census Tract 1270,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,2.45 miles,8
Census Tract 1270,Census Tract 1270,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,2.49 miles,Compare
Census Tract 1270,Census Tract 1270,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,2.58 miles,Compare
Census Tract 1270,Census Tract 1270,San Rafael High School,"150 Third Street, San Rafael, CA 94901",9-12,4.79 miles,5
Census Tract 1270,Census Tract 1270,Madrone High Continuation School,"185 Mission Ave, San Rafael, CA 94901",9-12,4.9 miles,Compare
Census Tract 128,Census Tract 128,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.04 miles,8
Census Tract 128,Census Tract 128,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.26 miles,8
Census Tract 128,Census Tract 128,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.61 miles,Compare
Census Tract 128,Census Tract 128,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.62 miles,Compare
Census Tract 128,Census Tract 128,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.49 miles,Compare
Census Tract 128,Census Tract 128,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.67 miles,5
Census Tract 128,Census Tract 128,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.67 miles,3
Census Tract 128,Census Tract 128,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,2.82 miles,Compare
Census Tract 128,Census Tract 128,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.05 miles,3
Census Tract 128,Census Tract 128,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,3.1 miles,8
Census Tract 128,Census Tract 128,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.3 miles,Compare
Census Tract 128,Census Tract 128,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.37 miles,4
Census Tract 128,Census Tract 128,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,3.65 miles,10
Census Tract 128,Census Tract 128,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,3.65 miles,5
Census Tract 128,Census Tract 128,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.72 miles,Compare
Census Tract 128,Census Tract 128,Lincoln (Abraham) High School,"2162 24th Avenue, San Francisco, CA 94116",9-12,4.14 miles,8
Census Tract 128,Census Tract 128,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,4.85 miles,4
Census Tract 128,Census Tract 128,Independence High School,"1350 7th Avenue, San Francisco, CA 94122",9-12,4.94 miles,3
Census Tract 1281,Census Tract 1281,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,1.41 miles,9
Census Tract 1281,Census Tract 1281,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,4.46 miles,Compare
Census Tract 1281,Census Tract 1281,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,4.61 miles,Compare
Census Tract 1281,Census Tract 1281,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,4.64 miles,8
Census Tract 1281,Census Tract 1281,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,4.64 miles,9
Census Tract 1282,Census Tract 1282,Tamalpais High School,"700 Miller Avenue, Mill Valley, CA 94941",9-12,1.07 miles,9
Census Tract 1282,Census Tract 1282,San Andreas High (Continuation) School,"599 William Avenue, Larkspur, CA 94939",10-12,3.21 miles,Compare
Census Tract 1282,Census Tract 1282,Redwood High School,"395 Doherty Drive, Larkspur, CA 94939",9-12,3.29 miles,9
Census Tract 1282,Census Tract 1282,Tamiscal High (Alternative) School,"305 Doherty Drive, Larkspur, CA 94939",9-12,3.31 miles,8
Census Tract 1282,Census Tract 1282,Tamalpais Adult/Community Education,"375 Doherty Drive, Larkspur, CA 94939",n/a,3.34 miles,Compare
Census Tract 129.01,Census Tract 129.01,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,0.21 miles,8
Census Tract 129.01,Census Tract 129.01,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.51 miles,Compare
Census Tract 129.01,Census Tract 129.01,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,1.81 miles,8
Census Tract 129.01,Census Tract 129.01,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,1.87 miles,Compare
Census Tract 129.01,Census Tract 129.01,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.15 miles,Compare
Census Tract 129.01,Census Tract 129.01,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.8 miles,5
Census Tract 129.01,Census Tract 129.01,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.8 miles,3
Census Tract 129.01,Census Tract 129.01,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.01 miles,3
Census Tract 129.01,Census Tract 129.01,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.11 miles,Compare
Census Tract 129.01,Census Tract 129.01,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.13 miles,4
