GEOID,Census_Tract,log_BART_dist,coastal_tracts_dummy,log_CBD_dist,percent_bachelors_degree,percent_unempl,percent_foreign_born,percent_bpl,percent_white,percent_african_american_or_black,percent_hispanic,percent_other_races,log_MHI,log_median_rent,log_median_house_price,rental_units,Vacant_rental,rent_aff_1,rent_aff_2,rent_aff_3,percent_airbnb_all_rentals,percent_airbnb_active_rentals
06081605700,Census Tract 6057,4.6496217,0.0000000,3.8144304,82.5000000,2.1000000,21.3000000,1.1000000,61.2000000,2.1000000,29.4000000,0.1000000,12.4038984,7.1623975,13.4181624,249.0000000,0.0000000,0.0000000,0.0000000,25.8535300,1.968503937,1.968503937
06081605800,Census Tract 6058,4.4403136,0.0000000,3.3758045,75.8000000,2.8000000,15.3000000,2.9000000,75.5000000,2.1000000,13.7000000,0.0000000,12.0431066,7.4241653,12.9360338,56.0000000,0.0000000,25.2631579,16.3157895,25.8535300,9.677419355,9.677419355
06081605900,Census Tract 6059,4.5645038,0.0000000,2.6889270,44.5000000,6.1000000,44.8000000,5.2000000,60.6000000,1.9000000,22.0000000,1.0000000,11.2851085,7.3883279,13.2812457,126.0000000,38.0000000,39.2577104,20.3345531,25.8535300,16,21.42857143
06081606000,Census Tract 6060,4.5596764,0.0000000,3.1011329,29.3000000,8.6000000,46.0000000,0.9000000,67.5000000,3.7000000,14.3000000,0.5000000,11.2279331,7.4860526,13.2232941,158.0000000,0.0000000,45.5421687,23.2931727,25.8535300,9.195402299,9.195402299
06081606100,Census Tract 6061,4.7880560,0.0000000,3.5372314,23.9000000,6.1000000,39.9000000,18.1000000,42.3000000,2.8000000,18.1000000,7.8000000,11.0282061,7.4324838,13.3423018,28.0000000,0.0000000,70.1010101,26.0606061,25.8535300,34.88372093,34.88372093
06081606200,Census Tract 6062,4.7294675,0.0000000,2.5490275,21.0000000,3.0000000,49.0000000,6.6000000,56.3000000,6.1000000,13.1000000,5.9000000,11.0523651,7.3758821,13.7458389,97.0000000,36.0000000,63.5639927,22.7801592,25.8535300,22.4,31.46067416
06081606300,Census Tract 6063,4.8063978,0.0000000,2.5315292,37.3000000,5.5000000,39.9000000,4.8000000,62.6000000,2.9000000,20.8000000,0.0000000,11.1102515,7.5016345,14.2693213,181.0000000,30.0000000,48.7455197,23.2078853,25.8535300,6.701030928,7.926829268
06081606400,Census Tract 6064,4.7583677,0.0000000,2.1411468,55.7000000,3.2000000,27.8000000,5.1000000,70.9000000,2.0000000,19.7000000,0.0000000,11.3267886,7.4383835,13.7292989,155.0000000,0.0000000,48.0000000,29.5522388,25.8535300,10.40462428,10.40462428
06081606500,Census Tract 6065,4.7663721,0.0000000,3.0938849,74.7000000,2.5000000,14.0000000,1.5000000,75.5000000,0.0000000,18.5000000,0.0000000,12.0387362,7.5812098,13.8966296,84.0000000,0.0000000,33.0000000,25.0000000,25.8535300,11.57894737,11.57894737
06081606600,Census Tract 6066,4.9108901,0.0000000,3.3041754,53.5000000,3.7000000,29.8000000,1.2000000,63.2000000,0.1000000,19.4000000,1.3000000,11.4483869,7.9280456,13.9189693,24.0000000,24.0000000,43.3389545,23.4401349,27.0349700,31.42857143,100
06081606700,Census Tract 6067,4.9428822,0.0000000,3.7440087,62.3000000,3.8000000,21.8000000,2.7000000,65.6000000,0.0000000,27.4000000,0.5000000,11.7100207,7.4798641,13.8782036,63.0000000,0.0000000,30.8823529,9.5588235,25.8535300,11.26760563,11.26760563
06081606800,Census Tract 6068,4.9321314,0.0000000,4.1285708,66.3000000,4.6000000,30.1000000,1.7000000,59.1000000,1.1000000,34.8000000,0.0000000,11.7252022,7.7432697,13.5106145,40.0000000,0.0000000,41.8300654,11.7647059,25.8535300,6.976744186,6.976744186
06081606900,Census Tract 6069,4.9780146,0.0000000,4.3906151,62.4000000,4.5000000,28.7000000,6.6000000,57.2000000,1.0000000,27.8000000,2.4000000,11.8022537,7.4960973,13.7894745,12.0000000,0.0000000,35.3658537,17.6829268,25.8535300,42.85714286,42.85714286
06075060700,Census Tract 607,3.4407041,0.0000000,3.9368431,75.9000000,3.7000000,47.4000000,4.7000000,41.7000000,6.9000000,40.7000000,0.7000000,11.5880144,7.4736371,13.7962258,412.0000000,144.0000000,32.1406728,14.6788991,25.8535300,17.26907631,24.29378531
06081607000,Census Tract 6070,5.0688474,0.0000000,4.2133634,63.0000000,7.7000000,21.4000000,2.0000000,63.3000000,0.8000000,23.5000000,2.2000000,11.5587398,7.4085306,13.7016697,26.0000000,0.0000000,54.1743970,25.2319109,25.8535300,10.34482759,10.34482759
06081607100,Census Tract 6071,5.1762618,0.0000000,4.2884646,55.6000000,2.1000000,17.9000000,1.2000000,72.4000000,0.9000000,20.8000000,0.0000000,11.6984502,7.6558640,13.7197703,21.0000000,0.0000000,43.0107527,37.6344086,25.8535300,32.25806452,32.25806452
06081607200,Census Tract 6072,5.1920136,0.0000000,4.2730378,47.0000000,4.7000000,36.7000000,3.8000000,49.5000000,1.7000000,25.6000000,0.0000000,11.1855735,7.3031701,13.6764783,102.0000000,23.0000000,53.6025337,28.1868567,25.8535300,4.672897196,5.952380952
06081607300,Census Tract 6073,5.0796577,0.0000000,4.0501335,63.5000000,4.7000000,21.6000000,0.8000000,73.3000000,0.0000000,18.8000000,0.2000000,11.7226433,7.5585167,13.4762544,26.0000000,0.0000000,50.3875969,37.9844961,25.8535300,27.77777778,27.77777778
06081607400,Census Tract 6074,5.0112985,0.0000000,3.7611496,49.5000000,5.0000000,29.4000000,2.5000000,56.8000000,1.5000000,25.2000000,0.2000000,11.3747203,7.6430036,13.4723158,109.0000000,10.0000000,48.0362538,22.6586103,25.8535300,9.917355372,10.81081081
06081607500,Census Tract 6075,5.1031163,0.0000000,3.9945706,47.9000000,3.5000000,38.9000000,2.6000000,55.6000000,4.4000000,26.1000000,1.4000000,11.5078024,7.9294865,13.3078466,176.0000000,25.0000000,50.6651885,18.9578714,25.8535300,10.20408163,11.69590643
06081607600,Census Tract 6076,4.9816837,0.0000000,3.5686044,46.8000000,4.6000000,27.5000000,6.9000000,72.5000000,2.7000000,15.4000000,1.0000000,11.4349639,7.7186855,13.3371521,42.0000000,0.0000000,54.4117647,29.2016807,25.8535300,16,16
06081607701,Census Tract 6077.01,4.9576323,0.0000000,3.6597738,30.6000000,11.6000000,42.7000000,11.9000000,44.3000000,1.6000000,17.4000000,8.5000000,11.3682233,7.7292957,13.4120435,0.0000000,0.0000000,63.7065637,30.5019305,25.8535300,100,100
06081607702,Census Tract 6077.02,4.9889150,0.0000000,3.6697159,29.1000000,4.9000000,31.8000000,6.6000000,50.0000000,3.3000000,18.4000000,2.2000000,11.4329728,8.0627479,13.2807337,0.0000000,0.0000000,45.8715596,26.6055046,25.8535300,100,100
06081607800,Census Tract 6078,5.0814707,0.0000000,3.9625987,28.1000000,2.8000000,32.3000000,3.2000000,51.3000000,2.1000000,22.0000000,3.7000000,11.5692018,7.7527648,13.4665203,55.0000000,0.0000000,52.5547445,37.9562044,25.8535300,16.66666667,16.66666667
06081607900,Census Tract 6079,5.1536228,0.0000000,4.1854004,70.9000000,2.3000000,36.3000000,1.7000000,54.2000000,2.3000000,36.0000000,0.0000000,11.6537998,7.9398716,13.7188895,100.0000000,56.0000000,36.0163711,15.2796726,25.8535300,13.04347826,25.42372881
06081608001,Census Tract 6080.01,5.3984567,0.0000000,4.7282315,73.4000000,2.2000000,47.0000000,7.0000000,40.8000000,1.9000000,48.4000000,1.1000000,11.6643925,8.1047035,13.4523863,52.0000000,43.0000000,36.1757106,20.4134367,25.8535300,0,0
06081608002,Census Tract 6080.02,5.3445645,0.0000000,4.6088972,73.1000000,5.2000000,35.0000000,0.4000000,54.1000000,1.3000000,35.4000000,0.2000000,11.8536885,7.5683793,13.8324660,149.0000000,0.0000000,44.6969697,7.1969697,25.8535300,0,0
06081608004,Census Tract 6080.04,5.2599439,0.0000000,4.4758061,65.6000000,3.1000000,45.3000000,2.2000000,40.9000000,1.4000000,53.3000000,0.2000000,11.6688603,7.7608932,13.8978276,129.0000000,0.0000000,30.0303951,14.1033435,25.8535300,7.857142857,7.857142857
06081608013,Census Tract 6080.13,5.4093071,0.0000000,4.7323304,63.0000000,4.4000000,38.0000000,6.4000000,49.1000000,0.2000000,46.8000000,0.4000000,11.7446005,7.6113477,13.7506520,0.0000000,0.0000000,45.7627119,13.1355932,25.8535300,0,0
06081608023,Census Tract 6080.23,5.3457388,0.0000000,4.6001649,60.3000000,5.5000000,43.8000000,3.2000000,39.7000000,2.9000000,51.3000000,0.2000000,11.8093195,7.7266537,13.7407870,24.0000000,0.0000000,40.0000000,18.2608696,25.8535300,4,4
06081608100,Census Tract 6081,5.3500801,0.0000000,4.6560858,62.2000000,7.0000000,46.7000000,0.9000000,42.5000000,2.6000000,47.1000000,0.1000000,11.4369943,7.4639366,13.8312855,0.0000000,0.0000000,40.3812825,13.1715771,25.8535300,0,0
06081608200,Census Tract 6082,5.3554283,0.0000000,4.6906262,57.9000000,4.6000000,41.6000000,1.3000000,50.6000000,0.8000000,40.2000000,0.4000000,11.7918518,7.5126175,13.1388271,75.0000000,38.0000000,27.3712737,15.1761518,25.8535300,0,0
06081608300,Census Tract 6083,5.4439893,0.0000000,4.8332273,68.1000000,5.7000000,48.1000000,0.8000000,41.1000000,4.6000000,48.6000000,0.0000000,11.7841885,7.4994233,13.4789183,60.0000000,23.0000000,28.1938326,6.9016153,25.8535300,0,0
06081608400,Census Tract 6084,5.2256359,0.0000000,4.3256951,49.8000000,1.1000000,41.7000000,1.2000000,50.2000000,0.3000000,28.5000000,3.7000000,11.5327281,7.4518222,13.3259571,104.0000000,87.0000000,42.1590080,19.0371991,25.8535300,14.75409836,51.42857143
06081608501,Census Tract 6085.01,5.2328876,0.0000000,4.3476834,40.0000000,4.2000000,24.5000000,3.5000000,67.0000000,1.3000000,17.2000000,0.9000000,11.5102218,7.7097569,13.5153510,110.0000000,0.0000000,52.6905830,23.9910314,25.8535300,10.56910569,10.56910569
06081608502,Census Tract 6085.02,5.3025854,0.0000000,4.5102500,55.6000000,2.8000000,35.9000000,0.9000000,63.3000000,1.3000000,29.3000000,0.6000000,11.5401806,7.3118862,13.7829874,41.0000000,0.0000000,39.4444444,18.1481481,25.8535300,12.76595745,12.76595745
06081608600,Census Tract 6086,5.3806837,0.0000000,4.6740453,53.1000000,5.2000000,37.1000000,8.6000000,50.1000000,1.4000000,36.0000000,0.0000000,11.4124198,7.3172124,13.8591446,84.0000000,31.0000000,49.3264249,23.9378238,25.8535300,1.176470588,1.851851852
06081608700,Census Tract 6087,5.3165225,0.0000000,4.5685833,65.5000000,5.1000000,29.9000000,3.1000000,65.8000000,1.7000000,18.1000000,0.2000000,11.7040250,7.2997974,13.7699900,104.0000000,41.0000000,62.1156212,29.3972940,25.8535300,14.75409836,22.22222222
06081608800,Census Tract 6088,5.2029847,0.0000000,4.4360796,61.1000000,4.8000000,27.4000000,0.5000000,72.8000000,1.0000000,22.3000000,0.3000000,11.9387682,7.4354380,13.8320726,41.0000000,0.0000000,47.9166667,13.3333333,25.8535300,38.80597015,38.80597015
06081608900,Census Tract 6089,5.2844385,0.0000000,4.6378318,55.9000000,3.4000000,30.2000000,4.9000000,60.7000000,0.8000000,29.8000000,0.8000000,11.4535045,7.3821244,13.4772367,47.0000000,0.0000000,48.8120950,30.1835853,25.8535300,2.083333333,2.083333333
06081609000,Census Tract 6090,5.3993268,0.0000000,4.7353845,53.5000000,3.4000000,22.9000000,2.3000000,67.5000000,1.0000000,18.0000000,0.5000000,11.4103389,7.5027382,13.7913203,53.0000000,34.0000000,67.8030303,26.5151515,25.8535300,1.851851852,5
06081609100,Census Tract 6091,5.5481594,0.0000000,4.9905800,47.4000000,6.4000000,27.7000000,1.2000000,62.6000000,1.4000000,19.6000000,0.0000000,11.5376181,8.0333340,13.6193740,14.0000000,0.0000000,31.3253012,21.0843373,25.8535300,0,0
06081609201,Census Tract 6092.01,5.5806351,0.0000000,5.0549183,56.9000000,4.3000000,14.4000000,0.0000000,81.1000000,0.8000000,10.9000000,0.1000000,11.5264239,7.6216850,13.8525173,136.0000000,80.0000000,54.7445255,24.6715328,25.8535300,0,0
06081609202,Census Tract 6092.02,5.5015370,0.0000000,4.9164247,54.0000000,4.1000000,29.0000000,4.7000000,68.5000000,2.5000000,14.7000000,1.3000000,11.3037834,7.5049421,13.8148103,0.0000000,0.0000000,45.2538631,20.3826343,25.8535300,0,0
06081609300,Census Tract 6093,5.6337686,0.0000000,5.1461812,64.7000000,4.3000000,13.0000000,0.0000000,82.9000000,0.6000000,10.3000000,0.0000000,11.8037277,7.7437033,13.8889469,37.0000000,0.0000000,26.2500000,23.3333333,25.8535300,0,0
06081609400,Census Tract 6094,5.5678362,0.0000000,5.0426871,71.0000000,3.7000000,12.5000000,1.8000000,90.2000000,0.4000000,6.2000000,0.3000000,12.1874350,7.6009025,14.0073698,37.0000000,0.0000000,41.3793103,28.7356322,25.8535300,0,0
06081609500,Census Tract 6095,5.4530433,0.0000000,4.8461111,66.7000000,5.4000000,19.2000000,0.0000000,80.2000000,0.0000000,14.3000000,0.0000000,11.9912196,7.6381982,13.8141096,58.0000000,19.0000000,33.4448161,22.0735786,25.8535300,3.333333333,4.87804878
